genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCA_028837505.1	4235	4205	149	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028837525.1	4204	4173	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837545.1	4118	4092	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837565.1	4198	4167	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837585.1	4114	4084	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837685.1	4400	4350	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028837705.1	4560	4466	42	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028837725.1	4422	4372	23	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028837745.1	4260	4224	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028837765.1	4689	4631	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028837785.1	4220	4184	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028837805.1	4223	4195	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837825.1	4687	4629	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028837845.1	4668	4611	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028837865.1	4556	4463	41	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028837885.1	4200	4169	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837905.1	4202	4174	106	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837925.1	4220	4188	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028837945.1	4379	4326	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028837965.1	4183	4155	105	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028837985.1	4417	4366	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838005.1	4377	4333	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838025.1	4438	4387	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838045.1	4462	4394	61	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028838065.1	4446	4380	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838085.1	4162	4086	167	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028838105.1	4190	4163	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838125.1	4668	4602	164	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True
GCA_028838145.1	4697	4629	176	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028838165.1	4586	4527	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_028838185.1	4599	4538	175	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True
GCA_028838205.1	4699	4635	171	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028838225.1	4359	4315	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838245.1	4205	4175	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838265.1	4489	4443	20	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838325.1	4543	4497	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838385.1	4583	4523	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838405.1	4646	4588	54	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838425.1	4433	4386	49	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838445.1	4554	4480	56	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028838465.1	4246	4212	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838485.1	4683	4624	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838505.1	4220	4189	106	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028838525.1	4199	4171	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838545.1	4199	4167	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028838565.1	4174	4149	104	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838585.1	4225	4191	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838605.1	4523	4453	52	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028838625.1	4507	4436	53	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028838645.1	4460	4402	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838665.1	4307	4269	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838685.1	4193	4163	106	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838705.1	4693	4631	181	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028838725.1	4617	4511	43	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.91	True
GCA_028838745.1	4541	4486	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCA_028838765.1	4517	4471	20	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838785.1	4484	4439	21	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838805.1	4394	4342	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838825.1	4641	4515	30	kingdom	1.0	0.97	0.0	0.0	0.0	0.93	0.9	True
GCA_028838845.1	4194	4163	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838865.1	4501	4407	27	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028838885.1	4448	4396	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028838905.1	4377	4335	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028838925.1	4200	4170	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838945.1	4560	4465	61	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCA_028838965.1	4215	4188	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028838985.1	4222	4191	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839005.1	4218	4189	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839025.1	4337	4296	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.94	True
GCA_028839045.1	4630	4576	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839065.1	4352	4301	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839085.1	4217	4189	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839105.1	4607	4503	50	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCA_028839125.1	4162	4124	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028839145.1	4292	4252	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028839165.1	4183	4152	137	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839185.1	4314	4272	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028839205.1	4441	4379	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839225.1	4216	4187	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839245.1	4359	4305	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028839265.1	4419	4363	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028839285.1	4414	4353	47	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839415.1	4216	4190	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839445.1	4439	4411	115	genus	0.95	0.94	0.94	0.02	0.04	0.99	0.93	False
GCA_028839485.1	4375	4348	117	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839495.1	4223	4195	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839505.1	4468	4438	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839545.1	4585	4519	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839565.1	4468	4437	113	genus	0.94	0.94	0.94	0.02	0.04	0.99	0.93	False
GCA_028839585.1	4220	4190	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839605.1	4201	4170	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839625.1	4439	4405	123	genus	0.97	0.96	0.88	0.05	0.1	0.99	0.95	False
GCA_028839645.1	4203	4174	105	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839665.1	4222	4192	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839685.1	4219	4191	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839705.1	4219	4190	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839725.1	4217	4184	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839745.1	4221	4192	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839765.1	4224	4197	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839785.1	4220	4191	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839805.1	4193	4161	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839825.1	4223	4193	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839845.1	4326	4265	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028839865.1	4157	4132	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839885.1	4221	4192	146	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839905.1	4222	4194	133	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028839925.1	4466	4408	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839945.1	4535	4481	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028839965.1	4560	4508	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028839985.1	4189	4160	144	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028840005.1	4613	4537	109	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028840025.1	4686	4613	42	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028840045.1	4481	4424	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028840065.1	4512	4449	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028840085.1	4337	4295	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840105.1	4300	4263	23	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840125.1	4349	4300	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840145.1	4406	4357	43	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840165.1	4760	4682	88	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028840185.1	4718	4634	117	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028840205.1	4271	4221	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_028840225.1	4331	4292	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840245.1	4390	4325	62	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840265.1	4385	4345	23	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840285.1	4131	4102	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_028840545.1	4703	4632	69	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_028840565.1	4636	4572	293	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840585.1	4434	4378	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840605.1	4511	4464	52	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028840625.1	4713	4644	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028840645.1	4042	4020	103	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028840665.1	4616	4541	62	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028840685.1	4203	4172	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028840705.1	4441	4395	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840725.1	4348	4302	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840745.1	4401	4345	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840765.1	4402	4345	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840785.1	4202	4173	134	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028840805.1	4399	4343	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840825.1	4352	4310	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840845.1	4243	4200	30	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840865.1	4385	4339	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840885.1	4491	4442	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028840905.1	4295	4238	24	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840925.1	4360	4315	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028840945.1	4502	4450	40	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028840965.1	4329	4270	67	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028840985.1	4196	4167	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841005.1	4166	4138	142	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841025.1	4188	4157	105	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841045.1	4197	4168	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841065.1	4203	4171	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841085.1	4203	4173	106	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841105.1	4191	4163	104	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841125.1	4200	4172	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841145.1	4116	4090	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841165.1	4101	4076	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841185.1	4116	4090	103	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841205.1	4285	4233	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028841225.1	4108	4084	103	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841285.1	4213	4182	180	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841305.1	4196	4168	106	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841365.1	4187	4158	104	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841385.1	4203	4172	165	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841405.1	4223	4191	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028841425.1	4191	4162	111	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841465.1	4079	4051	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841485.1	4193	4167	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841505.1	4200	4171	105	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841525.1	4376	4325	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028841535.1	4134	4077	74	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841565.1	4333	4261	74	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_028841585.1	4619	4523	213	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028841605.1	4156	4123	83	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCA_028841625.1	4124	4067	75	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841645.1	4144	4088	74	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841665.1	4327	4268	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028841685.1	4274	4236	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841705.1	4214	4174	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841725.1	4147	4087	72	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841745.1	4680	4599	80	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCA_028841765.1	4602	4521	44	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028841785.1	4157	4130	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028841805.1	4154	4106	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841865.1	4215	4162	73	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841905.1	4092	4041	84	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.94	True
GCA_028841945.1	4395	4352	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841965.1	4367	4325	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028841985.1	4427	4371	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028842005.1	4156	4098	78	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842025.1	4057	4009	78	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028842045.1	4225	4190	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842065.1	4623	4554	83	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028842085.1	4165	4114	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842105.1	4563	4510	42	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028842125.1	4141	4106	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842145.1	4138	4089	83	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.94	True
GCA_028842165.1	4599	4499	62	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028842185.1	4119	4064	71	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842205.1	4139	4082	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842225.1	4110	4088	95	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_028842245.1	4169	4132	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842265.1	4349	4306	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842285.1	4133	4078	80	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842305.1	4531	4446	39	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028842325.1	4271	4235	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842345.1	4434	4385	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842365.1	4249	4207	48	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842385.1	4211	4159	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842405.1	4382	4329	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842415.1	4399	4354	46	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842425.1	4290	4221	84	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_028842435.1	4054	4013	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028842445.1	4112	4087	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028842505.1	4225	4176	71	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842525.1	4205	4155	75	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842545.1	4571	4517	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028842565.1	4095	4054	78	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028842585.1	4126	4086	77	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCA_028842605.1	4419	4379	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028842625.1	4157	4108	71	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842645.1	4432	4369	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028842665.1	4454	4391	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028842685.1	4324	4252	77	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_028842705.1	4057	4033	102	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028842725.1	4282	4221	55	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028842745.1	4337	4273	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028842765.1	4250	4192	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842785.1	4131	4085	69	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842805.1	4145	4098	72	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028842825.1	4095	4049	73	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.94	True
GCA_028843325.1	4105	4056	75	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.94	True
GCA_028843385.1	4322	4258	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028843405.1	4296	4233	67	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028843425.1	4123	4076	76	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028843445.1	4262	4215	51	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028843465.1	4148	4102	79	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028843485.1	4330	4285	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028843505.1	4177	4145	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028843525.1	4266	4218	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028843545.1	4337	4273	61	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028843565.1	4152	4106	70	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028843585.1	4585	4497	240	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCA_028843605.1	4561	4492	66	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028843625.1	4424	4355	38	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028843645.1	4325	4263	59	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCA_028843665.1	4176	4149	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028843685.1	4151	4124	146	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCA_028843705.1	4111	4084	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCA_028843725.1	4417	4349	218	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_028843745.1	4451	4388	231	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028843765.1	4385	4314	380	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCA_028843785.1	4570	4504	290	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028843805.1	4598	4487	296	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCA_028843885.1	4589	4522	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028843905.1	4518	4467	39	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028843925.1	4304	4236	33	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCA_028843945.1	4506	4443	61	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028843965.1	4567	4506	45	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCA_028843985.1	4428	4370	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCA_028844005.1	4161	4127	101	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCA_028844015.1	4159	4129	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
