accession	organism_name	biosample	assembly_level	source_database	refseq_category	geo_loc	isolation_source	host	collection_date	serovar	strain_x	host_disease	lat_lon	total_length	contig_n50	scaffold_n50	num_contigs	gc_percent	checkm_completeness	checkm_contamination	species	level_rank	db_rank	source_type	strain_y	isolate	sample_name	collected_by	identified_by	sequencing_tech	assembly_method	bioproject	niche	confidence	matched_term
GCF_900460465.1	Yersinia pestis	SAMEA104281628	Contig	SOURCE_DATABASE_REFSEQ			not available: to be reported later	not available	1900/1939	not available: to be reported later	NCTC5923			4777134	1129548	1129548	12	47.5	98.33	0.96	Yersinia pestis	3	0		NCTC5923		e15e760c-88da-11e7-9e36-3c4a9275d6c8			PacBio	HGAP, Circlator, Prokka	PRJEB6403	F	high	rte
GCA_033786315.1	Yersinia enterocolitica	SAMEA110125479	Contig	SOURCE_DATABASE_GENBANK		Latvia	food		2022		Ye-2022-362504-1			5040274	531743	531743	80	47			Yersinia enterocolitica	3	1		Ye-2022-362504-1	Ye-2022-362504-1	Ye-2022-362504-1			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_033787505.1	Yersinia enterocolitica	SAMEA110125480	Contig	SOURCE_DATABASE_GENBANK		Latvia	food		2022		Ye-2022-362504-2			4693596	236525	236525	36	47			Yersinia enterocolitica	3	1		Ye-2022-362504-2	Ye-2022-362504-2	Ye-2022-362504-2			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_033787845.1	Yersinia enterocolitica	SAMEA110125481	Contig	SOURCE_DATABASE_GENBANK		Latvia	food		2022		Ye-2022-362504-5			4764753	70201	70201	185	47.5			Yersinia enterocolitica	3	1		Ye-2022-362504-5	Ye-2022-362504-5	Ye-2022-362504-5			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_033816515.1	Yersinia enterocolitica	SAMEA110125482	Contig	SOURCE_DATABASE_GENBANK		Latvia	food		2022		Ye-2022-369726-1			4691370	646440	646440	22	47			Yersinia enterocolitica	3	1		Ye-2022-369726-1	Ye-2022-369726-1	Ye-2022-369726-1			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_033786305.1	Yersinia enterocolitica	SAMEA110125483	Contig	SOURCE_DATABASE_GENBANK		Latvia	food		2022		Ye-2022-369726-4			4695914	340601	340601	34	47			Yersinia enterocolitica	3	1		Ye-2022-369726-4	Ye-2022-369726-4	Ye-2022-369726-4			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCF_946902935.1	Yersinia sp. Marseille-Q5920	SAMEA111348546	Contig	SOURCE_DATABASE_REFSEQ							Marseille-Q5920			4406966	325816	325816	40	47.5	99.56	0.32	Yersinia sp.	3	0		Marseille-Q5920		PRJEB55214			Illumina	SPAdes	PRJEB55214	U	low	no_information
GCA_947072045.1	Yersinia ruckeri	SAMEA111477197	Contig	SOURCE_DATABASE_GENBANK		Poland	fish gut metagenome		not provided					3382883	66934	66934	80	47.5			Yersinia ruckeri	3	1				ERR5094901_bin.5_metaWRAP_v1.3_MAG			NextSeq 550	megahit v1.2.9	PRJEB56417	A	high	fish
GCA_028834205.1	Yersinia enterocolitica	SAMEA111503835	Contig	SOURCE_DATABASE_GENBANK		Canada	feces	Homo sapiens	2020-11-04				45.39501 N 71.92716 W	4878037	150934	150934	61	47			Yersinia enterocolitica	3	1			DTU_2021_1001898_1_SI_CAN_SHE_022	DTU_2021_1001898_1_SI_CAN_SHE_022	CHUS - Fleurimont		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	homo sapiens
GCA_028844385.1	Yersinia enterocolitica	SAMEA11322902	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2015					4331597	24597	24597	377	47.5			Yersinia enterocolitica	3	1			ZTA13/00268YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:459-27479			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844465.1	Yersinia enterocolitica	SAMEA11322905	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2008					4526633	58691	58691	153	47			Yersinia enterocolitica	3	1			VE08/00909YI	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27482			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844345.1	Yersinia enterocolitica	SAMEA11322906	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2011					4404748	23612	23612	352	47			Yersinia enterocolitica	3	1			ZTA11/00707YPT	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27483			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844365.1	Yersinia enterocolitica	SAMEA11322907	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2008					4399819	22580	22580	371	47			Yersinia enterocolitica	3	1			VE08/00945YIM	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27484			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844505.1	Yersinia enterocolitica	SAMEA11322908	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2009					4414329	27961	27961	336	47			Yersinia enterocolitica	3	1			ZTA09/02438YPT	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27485			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844325.1	Yersinia enterocolitica	SAMEA11322909	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2013					4396263	35807	35807	218	47			Yersinia enterocolitica	3	1			ZTA13/00287YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27486			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844305.1	Yersinia enterocolitica	SAMEA11322910	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2013					4336736	20759	20759	423	47.5			Yersinia enterocolitica	3	1			ZTA13/00271YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27487			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844545.1	Yersinia enterocolitica	SAMEA11322911	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2013					4397242	27972	27972	300	47.5			Yersinia enterocolitica	3	1			ZTA13/00560YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27488			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844525.1	Yersinia enterocolitica	SAMEA11322912	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2007					4420256	24886	24886	350	47.5			Yersinia enterocolitica	3	1			VE07/02862YPTA	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27489			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844265.1	Yersinia enterocolitica	SAMEA11322913	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2015					4372151	25093	25093	332	47.5			Yersinia enterocolitica	3	1			ZTA13/00286YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27490			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844485.1	Yersinia enterocolitica	SAMEA11322914	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2013					4495535	34881	34881	251	47			Yersinia enterocolitica	3	1			ZTA13/00516YI	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27491			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844245.1	Yersinia enterocolitica	SAMEA11322915	Contig	SOURCE_DATABASE_GENBANK		Spain	food		2010					4414272	27933	27933	315	47			Yersinia enterocolitica	3	1			ZTA13/00403YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27492			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028844285.1	Yersinia enterocolitica	SAMEA11322916	Contig	SOURCE_DATABASE_GENBANK		Spain	food		2010					4459878	26635	26635	313	47			Yersinia enterocolitica	3	1			ZTA10/02477YI	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27493			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028844205.1	Yersinia enterocolitica	SAMEA11322917	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2015					4414484	34956	34956	242	47			Yersinia enterocolitica	3	1			ZTA15/00198YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27494			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844225.1	Yersinia enterocolitica	SAMEA11322918	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2013					4423035	18170	18170	455	47			Yersinia enterocolitica	3	1			ZTA13/00269YP1	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27495			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844185.1	Yersinia enterocolitica	SAMEA11322919	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2007					4318374	18470	18470	430	47.5			Yersinia enterocolitica	3	1			VE07/02928YI	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27496			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844165.1	Yersinia enterocolitica	SAMEA11322920	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2015					4498949	31958	31958	266	47			Yersinia enterocolitica	3	1			ZTA13/00457YPI	ena-SAMPLE-TAB-27-11-2021-18:27:28:460-27497			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844105.1	Yersinia enterocolitica	SAMEA11322923	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2009					4390581	20727	20727	399	47.5			Yersinia enterocolitica	3	1			ZTA09/00628YI	ena-SAMPLE-TAB-27-11-2021-18:27:28:461-27500			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844145.1	Yersinia enterocolitica	SAMEA11322926	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2009					4353467	23085	23085	378	47.5			Yersinia enterocolitica	3	1			ZTA09/01928YM	ena-SAMPLE-TAB-27-11-2021-18:27:28:461-27503			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844125.1	Yersinia enterocolitica	SAMEA11322927	Contig	SOURCE_DATABASE_GENBANK		Spain	animal		2008					4360708	16812	16812	469	47.5			Yersinia enterocolitica	3	1			VE08/02952YI	ena-SAMPLE-TAB-27-11-2021-18:27:28:461-27504			ILLUMINA	SKESA v. 2.2	PRJNA514245	U	low	animal | nan | nan
GCA_028844065.1	Yersinia enterocolitica	SAMEA11326020	Contig	SOURCE_DATABASE_GENBANK			food		2015					4901702	267796	267796	43	47			Yersinia enterocolitica	3	1			Ye-2015-37190	Ye-2015-37190			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028844005.1	Yersinia enterocolitica	SAMEA11326021	Contig	SOURCE_DATABASE_GENBANK			food		2015					4560364	103527	103527	104	47			Yersinia enterocolitica	3	1			Ye-2015-46885	Ye-2015-46885			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028844015.1	Yersinia enterocolitica	SAMEA11326022	Contig	SOURCE_DATABASE_GENBANK			food		2015					4495455	70533	70533	118	47			Yersinia enterocolitica	3	1			Ye-2015-48314	Ye-2015-48314			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028844035.1	Yersinia enterocolitica	SAMEA11326023	Contig	SOURCE_DATABASE_GENBANK			food		2015					4791087	106036	106036	88	47.5			Yersinia enterocolitica	3	1			Ye-2015-54499	Ye-2015-54499			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028844085.1	Yersinia enterocolitica	SAMEA11326024	Contig	SOURCE_DATABASE_GENBANK			food		2015					4884115	465489	465489	24	47			Yersinia enterocolitica	3	1			Ye-2015-58346	Ye-2015-58346			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843985.1	Yersinia enterocolitica	SAMEA11326025	Contig	SOURCE_DATABASE_GENBANK			food		2015					4805790	409818	409818	39	47			Yersinia enterocolitica	3	1			Ye-2015-63103	Ye-2015-63103			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843965.1	Yersinia enterocolitica	SAMEA11326026	Contig	SOURCE_DATABASE_GENBANK			food		2015					4952223	571946	571946	47	47			Yersinia enterocolitica	3	1			Ye-2015-65694	Ye-2015-65694			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843945.1	Yersinia enterocolitica	SAMEA11326027	Contig	SOURCE_DATABASE_GENBANK			food		2015					4837470	197706	197706	62	47.5			Yersinia enterocolitica	3	1			Ye-2015-65735	Ye-2015-65735			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843925.1	Yersinia enterocolitica	SAMEA11326028	Contig	SOURCE_DATABASE_GENBANK			food		2015					4717501	330432	330432	34	47			Yersinia enterocolitica	3	1			Ye-2015-71626	Ye-2015-71626			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843905.1	Yersinia enterocolitica	SAMEA11326029	Contig	SOURCE_DATABASE_GENBANK			food		2015					4932998	286919	286919	42	47			Yersinia enterocolitica	3	1			Ye-2015-78927	Ye-2015-78927			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843885.1	Yersinia enterocolitica	SAMEA11326030	Contig	SOURCE_DATABASE_GENBANK			food		2015					4971103	270830	270830	34	47			Yersinia enterocolitica	3	1			Ye-2015-80128	Ye-2015-80128			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843805.1	Yersinia enterocolitica	SAMEA11326031	Contig	SOURCE_DATABASE_GENBANK			food		2021					4906632	36010	36010	300	47			Yersinia enterocolitica	3	1			Ye-2021-102875-8	Ye-2021-102875-8			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843765.1	Yersinia enterocolitica	SAMEA11326032	Contig	SOURCE_DATABASE_GENBANK			food		2021					4715855	26472	26472	391	47.5			Yersinia enterocolitica	3	1			Ye-2021-153812-6	Ye-2021-153812-6			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843745.1	Yersinia enterocolitica	SAMEA11326033	Contig	SOURCE_DATABASE_GENBANK			food		2021					4734706	41615	41615	232	47.5			Yersinia enterocolitica	3	1			Ye-2021-153812-7	Ye-2021-153812-7			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843725.1	Yersinia enterocolitica	SAMEA11326034	Contig	SOURCE_DATABASE_GENBANK			food		2021					4753020	42367	42367	221	47.5			Yersinia enterocolitica	3	1			Ye-2021-153812-8	Ye-2021-153812-8			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843685.1	Yersinia enterocolitica	SAMEA11326035	Contig	SOURCE_DATABASE_GENBANK			food		2021					4481619	61276	61276	149	47			Yersinia enterocolitica	3	1			Ye-2021-16300-1	Ye-2021-16300-1			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843785.1	Yersinia enterocolitica	SAMEA11326036	Contig	SOURCE_DATABASE_GENBANK			food		2021					4814890	30275	30275	291	47.5			Yersinia enterocolitica	3	1			Ye-2021-164069-10	Ye-2021-164069-10			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843705.1	Yersinia enterocolitica	SAMEA11326037	Contig	SOURCE_DATABASE_GENBANK			food		2021					4462985	48921	48921	162	47			Yersinia enterocolitica	3	1			Ye-2021-164069-7	Ye-2021-164069-7			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843665.1	Yersinia enterocolitica	SAMEA11326038	Contig	SOURCE_DATABASE_GENBANK			food		2021					4504776	66330	66330	134	47			Yersinia enterocolitica	3	1			Ye-2021-191479-11	Ye-2021-191479-11			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_028843625.1	Yersinia enterocolitica	SAMEA11326039	Contig	SOURCE_DATABASE_GENBANK			food		2021					4848664	254773	254773	41	47			Yersinia enterocolitica	3	1			Ye-2021-3135-2	Ye-2021-3135-2			ILLUMINA	SKESA v. 2.2	PRJNA514245	F	high	food
GCA_963519055.1	Yersinia enterocolitica	SAMEA114444133	Contig	SOURCE_DATABASE_GENBANK		Australia	oral metagenome		2006-10-19					4685136	304537	304537	23	47			Yersinia enterocolitica	3	1				ERR9968758_bin.2_MetaWRAP_v1.3_MAG			Illumina NovaSeq 6000	metaspades v3.15.3	PRJEB65351	U	low	oral metagenome | nan | nan
GCF_963515165.1	Yersinia massiliensis	SAMEA114444326	Contig	SOURCE_DATABASE_REFSEQ		Australia	oral metagenome		2008-02-04					4782903	34762	34762	208	47.5	96.26	2.66	Yersinia massiliensis	3	0				ERR9968823_bin.14_MetaWRAP_v1.3_MAG			Illumina NovaSeq 6000	metaspades v3.15.3	PRJEB65351	U	low	oral metagenome | nan | nan
GCA_963861545.1	Yersinia enterocolitica NFO	SAMEA115015361	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4663108	110837	110837	97	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_000284995.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963865585.1	Yersinia enterocolitica	SAMEA115015379	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4751541	208653	269052	46	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001102905.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963868655.1	Yersinia enterocolitica	SAMEA115015380	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4427214	15535	17326	526	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001182185.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963899145.1	Yersinia enterocolitica	SAMEA115015481	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4427307	65534	65534	151	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_900079935.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963861145.1	Yersinia enterocolitica subsp. palearctica 105.5R(r)	SAMEA115015649	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4621811	4552107	4552107	2	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_000192105.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963860505.1	Yersinia enterocolitica subsp. palearctica YO527	SAMEA115015657	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4658995	22267	357819	448	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_000284975.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963867135.1	Yersinia enterocolitica	SAMEA115015860	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4458462	75798	75798	121	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001086365.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963866625.1	Yersinia enterocolitica	SAMEA115015861	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4597977	122365	122365	79	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001087805.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963865685.1	Yersinia enterocolitica	SAMEA115015862	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4409109	87968	87968	113	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001107025.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963865525.1	Yersinia enterocolitica	SAMEA115015863	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4432078	63836	70178	126	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001116445.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963865885.1	Yersinia enterocolitica	SAMEA115015864	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4657206	261115	261115	34	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001135745.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963865995.1	Yersinia enterocolitica	SAMEA115015865	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4408090	27830	28241	422	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001135865.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963866205.1	Yersinia enterocolitica	SAMEA115015866	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4452661	73211	75795	119	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001170365.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963867355.1	Yersinia enterocolitica	SAMEA115015868	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4420794	52247	57379	163	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001182165.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963867745.1	Yersinia enterocolitica	SAMEA115015870	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4590455	279234	400957	41	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001217685.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963868875.1	Yersinia enterocolitica	SAMEA115015871	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4852812	190247	190247	71	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001220485.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963867685.1	Yersinia enterocolitica	SAMEA115015872	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4943098	253175	253175	60	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001222265.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963867465.1	Yersinia enterocolitica	SAMEA115015873	Scaffold	SOURCE_DATABASE_GENBANK		not collected			not collected					4446390	42703	46841	218	47			Yersinia enterocolitica	2	1				ena-yuan-GCF_001222285.1			not collected	not collected	PRJEB71012	U	low	no_information
GCF_963868735.1	Yersinia pekkanenii	SAMEA115015874	Scaffold	SOURCE_DATABASE_REFSEQ		not collected			not collected					5090979	130730	140917	255	47.5	98.84	1.03	Yersinia pekkanenii	2	0				ena-yuan-GCF_001244635.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963869825.1	Yersinia enterocolitica	SAMEA115015920	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4850821	4661129	4661129	3	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001708555.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963870225.1	Yersinia enterocolitica	SAMEA115015921	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4885782	4685321	4685321	3	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001708575.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963869715.1	Yersinia enterocolitica	SAMEA115015922	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4923138	4807490	4807490	2	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001708595.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963870235.1	Yersinia enterocolitica	SAMEA115015923	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4787042	4593248	4593248	3	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001708615.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963869815.1	Yersinia enterocolitica	SAMEA115015924	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4841962	4668139	4668139	3	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001708635.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963870285.1	Yersinia enterocolitica	SAMEA115015925	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4838744	4664930	4664930	3	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_001708655.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963895235.1	Yersinia enterocolitica	SAMEA115016598	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4899686	149137	149137	83	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_019739655.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963897395.1	Yersinia enterocolitica	SAMEA115016700	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4618067	76011	76011	104	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_022394825.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963897675.1	Yersinia enterocolitica	SAMEA115016701	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4622284	72264	72264	116	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_022394855.1			not collected	not collected	PRJEB71012	U	low	no_information
GCA_963897315.1	Yersinia enterocolitica	SAMEA115016702	Contig	SOURCE_DATABASE_GENBANK		not collected			not collected					4625131	71748	71748	116	47			Yersinia enterocolitica	3	1				ena-yuan-GCF_022394875.1			not collected	not collected	PRJEB71012	U	low	no_information
