Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_015350455.1	100.0	0.52	Neural Network (Specific Model)	11	0.838	42876	300.4372450203984	4470529	0.47	4167	252	119704	None
GCF_018704545.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	4648852	314.10729312762976	4821054	0.48	4278	4	4648852	None
GCF_022395295.1	100.0	0.22	Neural Network (Specific Model)	11	0.849	72258	306.7988209285188	4404011	0.47	4071	98	270305	None
GCF_023212345.1	100.0	0.01	Neural Network (Specific Model)	11	0.848	194108	313.7374674007534	3824101	0.47	3451	50	569650	None
GCF_025604125.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	53879	307.241249706366	4689232	0.48	4257	154	123673	None
GCF_025758265.1	100.0	0.08	Neural Network (Specific Model)	11	0.865	4682502	318.34078606731	4682502	0.47	4249	1	4682502	None
GCF_030384995.1	100.0	0.05	Neural Network (Specific Model)	11	0.862	165180	314.3808584114455	4429615	0.49	4054	67	324751	None
GCF_036867535.1	100.0	0.01	Neural Network (Specific Model)	11	0.848	133134	314.9531431897555	3820625	0.47	3436	66	421053	None
GCF_037055885.1	100.0	0.08	Neural Network (Specific Model)	11	0.86	4737654	320.5905771495878	4737654	0.47	4245	1	4737654	None
GCF_040530335.1	100.0	0.46	Neural Network (Specific Model)	11	0.849	65615	305.8099927936584	4491059	0.47	4163	139	218816	None
GCF_040533245.1	100.0	0.46	Neural Network (Specific Model)	11	0.849	61875	305.331654676259	4488995	0.47	4170	145	218516	None
GCF_040533885.1	100.0	0.14	Neural Network (Specific Model)	11	0.843	4546558	310.1095792726408	4632778	0.47	4207	3	4546558	None
GCF_041902565.1	100.0	0.21	Neural Network (Specific Model)	11	0.838	49656	314.57876712328766	4595212	0.48	4088	153	119963	None
GCF_044784335.1	100.0	0.11	Neural Network (Specific Model)	11	0.845	4860394	314.4617819990954	4930862	0.48	4422	4	4860394	None
GCF_045865135.1	100.0	0.71	Neural Network (Specific Model)	11	0.836	4822514	322.0991521431936	4897470	0.48	4246	2	4822514	None
GCF_046029555.1	100.0	0.09	Neural Network (Specific Model)	11	0.852	92913	312.95564221301487	4516506	0.47	4103	121	243643	None
GCF_046033095.1	100.0	0.37	Neural Network (Specific Model)	11	0.868	576730	319.2448883666275	4690408	0.47	4255	27	686442	None
GCF_046034475.1	100.0	0.1	Neural Network (Specific Model)	11	0.852	97542	312.61072373166627	4572036	0.47	4159	118	239021	None
GCF_046895525.1	100.0	0.24	Neural Network (Specific Model)	11	0.834	4647297	314.4217543859649	4826233	0.48	4275	4	4647297	None
GCF_050254075.1	100.0	0.06	Neural Network (Specific Model)	11	0.856	282028	311.040072859745	4778719	0.47	4392	38	773366	None
GCF_050255335.1	100.0	0.0	Neural Network (Specific Model)	11	0.867	503577	315.797265987025	4707320	0.47	4316	32	694542	None
GCF_051843615.1	100.0	0.13	Neural Network (Specific Model)	11	0.865	615107	316.75085324232083	4821420	0.47	4395	34	692578	None
GCF_051844515.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	195697	311.754109434812	4792092	0.47	4441	59	622945	None
GCF_051844675.1	100.0	0.0	Neural Network (Specific Model)	11	0.865	401180	316.2000459347726	4767729	0.47	4354	29	915941	None
GCF_051858135.1	100.0	0.26	Neural Network (Specific Model)	11	0.835	4592278	313.4144397562119	4798212	0.48	4266	5	4592278	None
GCF_051897195.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	88960	309.4329529243937	4584932	0.47	4206	130	315274	None
GCF_051897255.1	100.0	0.04	Neural Network (Specific Model)	11	0.85	97729	309.25267411457094	4585817	0.47	4207	134	316608	None
GCF_051898795.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	84372	308.14650887573964	4592239	0.47	4225	129	315956	None
GCF_051899095.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	97794	308.64194312796207	4593037	0.47	4220	119	316161	None
GCF_052315015.1	100.0	0.06	Neural Network (Specific Model)	11	0.861	140093	316.1092910161249	4296215	0.49	3907	79	558713	None
GCF_052374445.1	100.0	0.29	Neural Network (Specific Model)	11	0.832	4528699	312.21387696709587	4710682	0.48	4194	4	4528699	None
GCF_052375515.1	100.0	0.31	Neural Network (Specific Model)	11	0.833	4528786	312.26609442060084	4710760	0.48	4194	4	4528786	None
GCF_052375695.1	100.0	0.29	Neural Network (Specific Model)	11	0.833	4529040	311.5416270218839	4710997	0.48	4204	4	4529040	None
GCF_053210465.1	100.0	0.0	Neural Network (Specific Model)	11	0.864	304632	317.6817124243834	4733506	0.47	4298	51	644052	None
GCF_053210965.1	100.0	0.02	Neural Network (Specific Model)	11	0.862	261980	309.3958378970427	4906210	0.47	4565	153	694940	None
GCF_054454995.1	100.0	0.0	Neural Network (Specific Model)	11	0.848	153717	299.4782326185835	4882190	0.47	4617	166	520365	None
GCF_054456195.1	100.0	0.02	Neural Network (Specific Model)	11	0.867	379738	325.889790897909	4577600	0.47	4065	32	1135746	None
GCF_055726905.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	189932	312.2526978417266	4809518	0.47	4448	79	405637	None
GCF_055727785.1	100.0	0.21	Neural Network (Specific Model)	11	0.864	645781	322.66730630846723	4665742	0.47	4169	41	830334	None
GCF_900636705.1	100.0	0.46	Neural Network (Specific Model)	11	0.838	4938759	316.9358239743296	4938759	0.48	4363	1	4938759	None
GCF_963882275.1	100.0	0.4	Neural Network (Specific Model)	11	0.868	269332	314.1754346856888	4864318	0.47	4486	58	708334	None
GCF_963900675.1	100.0	0.16	Neural Network (Specific Model)	11	0.867	260396	320.3750592697961	4671117	0.47	4218	38	961243	None
GCA_028830525.1	100.0	2.53	Neural Network (Specific Model)	11	0.854	53150	310.4850855745721	4455929	0.47	4090	157	215344	None
GCA_028831675.1	100.0	0.93	Neural Network (Specific Model)	11	0.865	157146	317.0748455024033	4798803	0.47	4369	110	426889	None
GCA_028832845.1	100.0	1.32	Neural Network (Specific Model)	11	0.854	36611	309.4568697729988	4541870	0.47	4185	291	121143	None
GCA_028832945.1	100.0	1.12	Neural Network (Specific Model)	11	0.852	58504	312.58301158301157	4551326	0.47	4144	172	217202	None
GCA_028835745.1	100.0	5.45	Neural Network (Specific Model)	11	0.867	237073	320.6018161180477	4880394	0.47	4405	53	569208	None
GCA_028836305.1	100.0	2.13	Neural Network (Specific Model)	11	0.866	166521	309.9695464362851	4964591	0.47	4630	72	573502	None
GCA_028836365.1	100.0	2.69	Neural Network (Specific Model)	11	0.854	55165	307.9028475711893	4513758	0.47	4179	183	145822	None
GCA_028836585.1	100.0	0.55	Neural Network (Specific Model)	11	0.849	208326	316.5516109785203	3741636	0.47	3352	38	725389	None
GCA_028839625.1	100.0	2.13	Neural Network (Specific Model)	11	0.854	66302	304.9972966884433	4747438	0.47	4439	126	219534	None
GCA_028841745.1	100.0	1.98	Neural Network (Specific Model)	11	0.857	267244	306.80281991027556	5019734	0.47	4681	83	737635	None
GCA_028842565.1	100.0	2.28	Neural Network (Specific Model)	11	0.858	127994	317.57681017612526	4534182	0.47	4088	81	426233	None
GCA_028842705.1	100.0	1.26	Neural Network (Specific Model)	11	0.853	75695	311.5224580454097	4429604	0.47	4052	103	219754	None
GCA_028843925.1	100.0	0.78	Neural Network (Specific Model)	11	0.867	330432	317.8838454376164	4717501	0.47	4296	34	741156	None
GCA_028844485.1	100.0	0.85	Neural Network (Specific Model)	11	0.854	34881	305.7384982121573	4495535	0.47	4195	251	125306	None
GCA_028845165.1	100.0	1.22	Neural Network (Specific Model)	11	0.852	108384	313.3163977847339	4575530	0.47	4153	98	299449	None
GCA_028845285.1	100.0	0.67	Neural Network (Specific Model)	11	0.87	35375	310.41764195925447	4930070	0.47	4614	304	228000	None
GCA_028846145.1	100.0	0.62	Neural Network (Specific Model)	11	0.859	44691	312.3013698630137	4454458	0.47	4088	206	162695	None
GCA_028846785.1	100.0	1.07	Neural Network (Specific Model)	11	0.871	32769	311.5599733451799	4822688	0.47	4502	293	116453	None
GCA_028848165.1	100.0	0.63	Neural Network (Specific Model)	11	0.855	39906	307.63807890222984	4397397	0.47	4081	230	96870	None
GCA_028855245.1	100.0	0.07	Neural Network (Specific Model)	11	0.857	53228	314.04903893543616	4452991	0.47	4058	166	134810	None
GCA_028998785.1	100.0	0.42	Neural Network (Specific Model)	11	0.867	100305	314.34615384615387	4660173	0.47	4290	99	422148	None
GCA_029284875.1	100.0	2.38	Neural Network (Specific Model)	11	0.852	55548	308.3547687861272	4498866	0.47	4152	164	138574	None
GCA_030255015.1	100.0	0.29	Neural Network (Specific Model)	11	0.834	46891	308.9352482960078	4555111	0.47	4108	219	126208	None
GCA_030261075.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	41549	309.7010727056019	4666118	0.48	4195	236	107249	None
GCA_031031665.1	100.0	2.27	Neural Network (Specific Model)	11	0.852	60267	308.9247182929753	4527444	0.47	4171	139	166584	None
GCA_032144495.1	100.0	1.68	Neural Network (Specific Model)	11	0.868	193602	322.53559563360227	4691630	0.47	4214	48	653058	None
GCA_032144935.1	100.0	0.61	Neural Network (Specific Model)	11	0.855	61505	307.69741439552763	4625666	0.47	4293	174	247853	None
GCA_032145215.1	100.0	1.86	Neural Network (Specific Model)	11	0.852	50644	307.9932104752667	4462677	0.47	4124	171	138572	None
GCA_032145315.1	100.0	3.22	Neural Network (Specific Model)	11	0.868	267804	318.299744601811	4731407	0.47	4307	45	588530	None
GCA_032145475.1	100.0	1.75	Neural Network (Specific Model)	11	0.853	60879	311.9602490421456	4575571	0.47	4176	169	217218	None
GCA_032145915.1	100.0	2.35	Neural Network (Specific Model)	11	0.869	84393	311.82373549375956	4911794	0.47	4567	111	176658	None
GCA_032290145.1	100.0	0.4	Neural Network (Specific Model)	11	0.866	247346	309.36745406824144	4889553	0.47	4572	60	617003	None
GCA_032496405.1	100.0	0.27	Neural Network (Specific Model)	11	0.85	109815	314.8569746909947	3770377	0.48	3398	73	233711	None
GCA_032943975.1	100.0	3.06	Neural Network (Specific Model)	11	0.864	205769	313.39601328903655	4905297	0.47	4515	48	410542	None
GCA_033301675.1	100.0	0.77	Neural Network (Specific Model)	11	0.868	551426	318.6548794489093	4789784	0.47	4355	39	738148	None
GCA_033699515.1	100.0	0.89	Neural Network (Specific Model)	11	0.852	56589	312.31900507123885	4546051	0.47	4141	173	243650	None
GCA_033724235.1	100.0	2.8	Neural Network (Specific Model)	11	0.852	50264	309.2496395963479	4522057	0.47	4162	171	138592	None
GCA_033751215.1	100.0	1.18	Neural Network (Specific Model)	11	0.853	58167	312.7400530503979	4554632	0.47	4147	176	182793	None
GCA_033952975.1	100.0	0.98	Neural Network (Specific Model)	11	0.868	139102	309.85498617903465	5029884	0.47	4703	98	399121	None
GCA_034295855.1	100.0	4.24	Neural Network (Specific Model)	11	0.868	416025	313.6363636363636	4787588	0.47	4422	37	732052	None
GCA_034404275.1	100.0	2.13	Neural Network (Specific Model)	11	0.863	272556	315.1632880374248	4908973	0.47	4489	42	651688	None
GCA_034404755.1	100.0	3.23	Neural Network (Specific Model)	11	0.866	225315	315.89872853000224	4899982	0.47	4483	52	367962	None
GCA_034404895.1	100.0	0.87	Neural Network (Specific Model)	11	0.851	92579	313.48846247267426	4541984	0.47	4117	112	235523	None
GCA_034405675.1	100.0	5.5	Neural Network (Specific Model)	11	0.869	366164	313.7188879082083	4902444	0.47	4532	35	675042	None
GCA_034405975.1	100.0	1.7	Neural Network (Specific Model)	11	0.859	33299	312.5131900341964	4459356	0.47	4094	279	102688	None
GCA_034441895.1	100.0	3.5	Neural Network (Specific Model)	11	0.864	300385	317.887622521085	4835025	0.47	4387	37	711988	None
GCA_035920545.1	100.0	1.35	Neural Network (Specific Model)	11	0.852	58081	311.42246759481515	4558503	0.47	4166	170	217212	None
GCA_037892295.1	100.0	1.1	Neural Network (Specific Model)	11	0.868	212749	312.4841059602649	4887546	0.47	4530	74	597775	None
GCA_039658775.1	100.0	0.31	Neural Network (Specific Model)	11	0.849	184167	315.1938007824255	3696823	0.47	3323	40	956711	None
GCA_039658875.1	99.99	3.79	Neural Network (Specific Model)	11	0.85	159525	313.27275304791607	3893201	0.48	3527	57	533174	None
GCA_041716605.1	100.0	2.52	Neural Network (Specific Model)	11	0.869	207828	312.8611825192802	5033023	0.47	4668	83	489213	None
GCA_043334815.1	100.0	1.96	Neural Network (Specific Model)	11	0.868	271286	313.44467166553056	4761882	0.47	4401	43	726861	None
GCA_043555695.1	100.0	4.24	Neural Network (Specific Model)	11	0.867	287697	313.1968503937008	4946685	0.47	4572	45	599915	None
GCA_043732815.1	100.0	0.61	Neural Network (Specific Model)	11	0.851	91445	313.35901798736023	4536847	0.47	4114	89	292012	None
GCA_043912225.1	100.0	0.49	Neural Network (Specific Model)	11	0.865	192504	315.34043538675314	4715873	0.47	4318	51	415309	None
GCA_043912345.1	100.0	1.02	Neural Network (Specific Model)	11	0.865	192618	315.536529154183	4742187	0.47	4339	59	377257	None
GCA_044527725.1	100.0	0.79	Neural Network (Specific Model)	11	0.868	270697	313.7279394911758	4723619	0.47	4363	46	672199	None
GCA_044977225.1	100.0	2.43	Neural Network (Specific Model)	11	0.869	433205	313.3373786407767	4895260	0.47	4532	40	807263	None
GCA_046646565.1	100.0	0.21	Neural Network (Specific Model)	11	0.835	48900	311.8288614938361	4628459	0.48	4137	198	126254	None
GCA_046647425.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	48900	311.42757122163204	4629149	0.48	4142	204	126255	None
GCA_046647825.1	100.0	0.2	Neural Network (Specific Model)	11	0.834	48879	310.34063499876936	4529611	0.47	4063	197	126111	None
GCA_046648125.1	99.99	0.2	Neural Network (Specific Model)	11	0.836	55969	312.46926970354303	4644807	0.48	4149	188	172461	None
GCA_046649305.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	311.8568665377176	4628275	0.48	4136	200	126117	None
GCA_046652705.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49091	311.6188760806916	4652455	0.48	4164	207	126822	None
GCA_046655195.1	100.0	0.17	Neural Network (Specific Model)	11	0.833	48667	310.6434050977481	4511362	0.47	4041	225	128362	None
GCA_046658205.1	100.0	0.32	Neural Network (Specific Model)	11	0.835	58524	311.76151434772123	4634540	0.48	4147	202	168227	None
GCA_046658345.1	100.0	0.26	Neural Network (Specific Model)	11	0.835	58980	312.13829787234044	4630105	0.48	4136	202	188591	None
GCA_046660505.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	48900	311.76443585407105	4633224	0.48	4139	206	126245	None
GCA_046661105.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	48928	312.03992257440115	4628769	0.48	4133	202	126251	None
GCA_046661825.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49160	310.9103139013453	4720751	0.48	4237	205	126250	None
GCA_046663645.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49530	311.35223245924874	4721931	0.48	4233	199	144284	None
GCA_046664665.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	312.050505050505	4653776	0.48	4158	200	125994	None
GCA_046665245.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49530	312.295148895293	4663560	0.48	4164	199	126005	None
GCA_046665865.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	46891	309.71245551601424	4681257	0.48	4215	220	143714	None
GCA_046666245.1	100.0	0.23	Neural Network (Specific Model)	11	0.834	45165	307.86948130277443	4579997	0.47	4145	223	126080	None
GCA_046667245.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49546	312.1017518598512	4664275	0.48	4167	203	126254	None
GCA_046670245.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	58067	312.6047018904508	4625828	0.48	4126	178	168189	None
GCA_046670905.1	100.0	0.21	Neural Network (Specific Model)	11	0.836	49279	308.3880597014925	4590612	0.48	4154	207	126083	None
GCA_046671565.1	100.0	0.24	Neural Network (Specific Model)	11	0.836	51135	311.5600668736566	4674099	0.48	4187	208	115495	None
GCA_046672845.1	100.0	0.33	Neural Network (Specific Model)	11	0.836	49168	311.9037676985841	4658219	0.48	4167	206	126219	None
GCA_046674505.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	56994	311.9453578336557	4627296	0.48	4136	191	168187	None
GCA_046675165.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47043	306.8230492196879	4585339	0.48	4165	231	120738	None
GCA_046679825.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49169	310.4116113744076	4691920	0.48	4220	208	126081	None
GCA_046680325.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49530	311.3491613512875	4720937	0.48	4233	199	144284	None
GCA_046681285.1	100.0	0.2	Neural Network (Specific Model)	11	0.834	48900	309.84324324324325	4529167	0.47	4070	203	126117	None
GCA_046683585.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	58067	312.0875665215288	4626740	0.48	4134	188	168187	None
GCA_046683605.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49091	310.41350710900474	4691559	0.48	4220	209	126222	None
GCA_046684505.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49160	312.0643756050339	4625665	0.48	4132	198	125994	None
GCA_046686105.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49160	312.39261583011586	4642185	0.48	4144	196	126133	None
GCA_046686505.1	100.0	0.2	Neural Network (Specific Model)	11	0.835	49244	310.3855776306107	4540069	0.47	4077	194	126133	None
GCA_046686545.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	44632	309.22548300317925	4540288	0.47	4089	216	121657	None
GCA_046688425.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48929	311.66062801932367	4628976	0.48	4140	203	126255	None
GCA_046692525.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49530	312.67973070449625	4663529	0.48	4159	197	126123	None
GCA_046692725.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.7090909090909	4656160	0.48	4180	223	126080	None
GCA_046693545.1	100.0	0.18	Neural Network (Specific Model)	11	0.836	59230	312.4414522721808	4657083	0.48	4159	180	137297	None
GCA_046696825.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47081	311.2555394990366	4634204	0.48	4152	216	126076	None
GCA_046696985.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	312.6259615384615	4665760	0.48	4160	195	126255	None
GCA_046697105.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.9843561973526	4635141	0.48	4155	226	126214	None
GCA_046697725.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.8970553028489	4655772	0.48	4177	216	126076	None
GCA_046722315.1	100.0	0.3	Neural Network (Specific Model)	11	0.835	48667	310.58387173965065	4653726	0.48	4179	222	126214	None
GCA_048829225.1	100.0	3.2	Neural Network (Specific Model)	11	0.865	214893	318.50815470643056	4732863	0.47	4292	46	519129	None
GCA_048875785.1	100.0	1.16	Neural Network (Specific Model)	11	0.868	523791	310.80415754923416	4903540	0.47	4570	56	751232	None
GCA_048907485.1	100.0	0.23	Neural Network (Specific Model)	11	0.869	688323	325.0072219547424	4656913	0.47	4154	22	1257117	None
GCA_049074965.1	100.0	0.05	Neural Network (Specific Model)	11	0.868	268005	317.92514484356894	4732615	0.47	4315	35	716366	None
GCA_049101015.1	100.0	3.04	Neural Network (Specific Model)	11	0.867	182035	316.29789590254705	4933991	0.47	4515	67	476436	None
