accession	species	niche	geo_loc	host	collection_date	gene	gene_name	scope	type	subtype	amr_class	subclass	method	pct_cov	pct_id	year	region	host_group
GCA_028831085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831105.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831105.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831105.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831105.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831145.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-11-25	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	USA	Human
GCA_028831145.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-11-25	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028831145.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-11-25	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	USA	Human
GCA_028831145.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-11-25	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028831165.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831165.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	UK	Human
GCA_028831165.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	qacK	quaternary ammonium compound efflux SMR transporter QacK	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	100.0	97.27	2022.0	UK	Human
GCA_028831165.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2022.0	UK	Human
GCA_028831165.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831165.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-12	qacK	quaternary ammonium compound efflux SMR transporter QacK	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	100.0	97.27	2022.0	UK	Human
GCA_028831185.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-12-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028831185.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-12-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028831185.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-12-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2022.0	USA	Human
GCA_028831185.1	Yersinia enterocolitica	H	USA	Homo sapiens	2022-12-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2022.0	USA	Human
GCA_028831205.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831205.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831205.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831205.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831225.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831225.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831225.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831225.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831245.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831245.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831245.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831245.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831265.1	Yersinia enterocolitica	U	missing	missing	missing	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0		Other	Other/Unknown
GCA_028831265.1	Yersinia enterocolitica	U	missing	missing	missing	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0		Other	Other/Unknown
GCA_028831265.1	Yersinia enterocolitica	U	missing	missing	missing	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0		Other	Other/Unknown
GCA_028831265.1	Yersinia enterocolitica	U	missing	missing	missing	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0		Other	Other/Unknown
GCA_028831285.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831285.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831285.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831285.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831455.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831455.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831455.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-06	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831455.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-06	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2022.0	UK	Human
GCA_028831475.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831475.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831475.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831475.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831515.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2019-05	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2019.0	UK	Human
GCA_028831515.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2019-05	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2019.0	UK	Human
GCA_028831515.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2019-05	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2019.0	UK	Human
GCA_028831515.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2019-05	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2019.0	UK	Human
GCA_028831555.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831555.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831555.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831555.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-08	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	mef(B)	macrolide efflux MFS transporter Mef(B)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	sul3	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	cmlA1	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	cmlA1	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	cmlA1	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	sul3	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	mef(B)	macrolide efflux MFS transporter Mef(B)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831575.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-07	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831595.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831595.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831595.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-04	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2022.0	UK	Human
GCA_028831595.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-04	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	catA1	type A-1 chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	aadA12	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831615.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-01	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831635.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831635.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831635.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-09	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831635.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-09	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831655.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831655.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831655.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831655.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2022-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2022.0	UK	Human
GCA_028831675.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2019-03	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2019.0	UK	Human
