accession	species	niche	n_plasmid_contigs	has_plasmid	rep_types	mobility_types	total_plasmid_bp
GCF_963900415.1	Yersinia alsatica	U	0	0			0
GCF_963901175.1	Yersinia alsatica	U	0	0			0
GCF_963901255.1	Yersinia alsatica	U	0	0			0
GCF_963900715.1	Yersinia alsatica	U	0	0			0
GCF_963900315.1	Yersinia alsatica	U	0	0			0
GCF_963900685.1	Yersinia vastinensis	U	0	0			0
GCF_963900265.1	Yersinia kristensenii	U	0	0			0
GCF_963900705.1	Yersinia kristensenii	U	0	0			0
GCF_963901315.1	Yersinia frederiksenii	U	0	0			0
GCF_963901345.1	Yersinia mollaretii	U	0	0			0
GCF_963900195.1	Yersinia mollaretii	U	0	0			0
GCF_963900535.1	Yersinia mollaretii	U	2	1	-	-	65545
GCF_963900165.1	Yersinia mollaretii	U	0	0			0
GCF_963901265.1	Yersinia kristensenii	U	1	1	rep_cluster_2350	-	2584
GCF_963901385.1	Yersinia vastinensis	U	0	0			0
GCA_963901625.1	Yersinia enterocolitica	U	0	0			0
GCF_963902215.1	Yersinia kristensenii	U	1	1	rep_cluster_2350	-	2584
GCF_965119115.1	Yersinia intermedia	A	0	0			0
GCF_965137505.1	Yersinia entomophaga	U	3	1	-|Col3M	-	68226
GCF_965139405.1	Yersinia intermedia	U	0	0			0
GCF_965140075.1	Yersinia enterocolitica	U	7	1	rep_cluster_645|-|IncFII	-	68095
GCF_975055355.1	Yersinia pseudotuberculosis	U	7	1	-|IncFII|rep_cluster_645	-	66127
GCF_932751145.1	Yersinia enterocolitica	U	0	0			0
GCA_033787965.1	Yersinia enterocolitica	U	0	0			0
GCA_033817255.1	Yersinia enterocolitica	U	0	0			0
GCA_033786465.1	Yersinia enterocolitica	U	1	1	-	-	7090
GCA_033817215.1	Yersinia enterocolitica	U	1	1	-	-	7090
GCA_033817175.1	Yersinia enterocolitica	U	1	1	rep_cluster_1304	-	31693
GCA_033817095.1	Yersinia enterocolitica	U	0	0			0
GCA_033788185.1	Yersinia enterocolitica	U	1	1	rep_cluster_1304	-	26612
GCA_033817075.1	Yersinia enterocolitica	U	0	0			0
GCA_033787945.1	Yersinia enterocolitica	U	0	0			0
GCA_033817055.1	Yersinia enterocolitica	U	0	0			0
GCA_033786445.1	Yersinia enterocolitica	U	0	0			0
GCA_033817015.1	Yersinia enterocolitica	U	0	0			0
GCA_033817195.1	Yersinia enterocolitica	U	0	0			0
GCA_033788205.1	Yersinia enterocolitica	U	0	0			0
GCA_033817155.1	Yersinia enterocolitica	U	0	0			0
GCA_033787925.1	Yersinia enterocolitica	U	1	1	-	-	101467
GCA_033787885.1	Yersinia enterocolitica	U	0	0			0
GCA_033817035.1	Yersinia enterocolitica	U	0	0			0
GCA_033816975.1	Yersinia enterocolitica	U	0	0			0
GCA_033816955.1	Yersinia enterocolitica	U	0	0			0
GCA_033787625.1	Yersinia enterocolitica	U	0	0			0
GCA_033817135.1	Yersinia enterocolitica	U	0	0			0
GCA_033816915.1	Yersinia enterocolitica	U	0	0			0
GCA_033787655.1	Yersinia enterocolitica	U	0	0			0
GCA_033817115.1	Yersinia enterocolitica	U	0	0			0
GCA_033786425.1	Yersinia enterocolitica	U	1	1	rep_cluster_2307	-	91637
GCA_033816875.1	Yersinia enterocolitica	U	0	0			0
GCA_033816815.1	Yersinia enterocolitica	U	0	0			0
GCA_033787605.1	Yersinia enterocolitica	U	0	0			0
GCA_033816845.1	Yersinia enterocolitica	U	0	0			0
GCA_033816835.1	Yersinia enterocolitica	U	0	0			0
GCA_033786385.1	Yersinia enterocolitica	U	0	0			0
GCA_033816745.1	Yersinia enterocolitica	U	0	0			0
GCA_033787585.1	Yersinia enterocolitica	U	0	0			0
GCA_033816705.1	Yersinia enterocolitica	U	0	0			0
GCA_033788225.1	Yersinia enterocolitica	U	0	0			0
GCA_033816725.1	Yersinia enterocolitica	U	0	0			0
GCA_033788165.1	Yersinia enterocolitica	U	0	0			0
GCA_033787545.1	Yersinia enterocolitica	U	0	0			0
GCA_033787565.1	Yersinia enterocolitica	U	0	0			0
GCA_033786365.1	Yersinia enterocolitica	U	0	0			0
GCA_033816685.1	Yersinia enterocolitica	U	0	0			0
GCA_033816665.1	Yersinia enterocolitica	U	0	0			0
GCA_033787905.1	Yersinia enterocolitica	U	0	0			0
GCA_033816645.1	Yersinia enterocolitica	U	5	1	rep_cluster_1804|-	-	61848
GCA_033816625.1	Yersinia enterocolitica	U	0	0			0
GCA_033816605.1	Yersinia enterocolitica	U	0	0			0
GCA_033787825.1	Yersinia enterocolitica	U	0	0			0
GCA_033787525.1	Yersinia enterocolitica	U	0	0			0
GCA_033816585.1	Yersinia enterocolitica	U	0	0			0
GCA_033816565.1	Yersinia enterocolitica	U	1	1	-	-	7090
GCA_033786345.1	Yersinia enterocolitica	U	1	1	-	-	7090
GCA_033787865.1	Yersinia enterocolitica	U	1	1	-	-	7090
GCA_033816545.1	Yersinia enterocolitica	U	1	1	-	-	7260
GCA_033787285.1	Yersinia enterocolitica	U	1	1	-	-	7090
GCF_001354555.1	Yersinia enterocolitica	A	14	1	rep_cluster_214|-|IncFII,rep_cluster_2203|rep_cluster_645	-	177125
GCF_001105265.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII	-	64451
GCF_001182345.1	Yersinia enterocolitica	U	1	1	IncFII,rep_cluster_645	-	65108
GCF_001139785.1	Yersinia enterocolitica	F	0	0			0
GCF_001182365.1	Yersinia enterocolitica	H	4	1	IncFII,rep_cluster_645|-	-	66066
GCF_001090225.1	Yersinia enterocolitica	H	0	0			0
GCF_001354575.1	Yersinia enterocolitica	H	0	0			0
GCF_001121425.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|IncFII|-	-	68155
GCF_001150565.1	Yersinia enterocolitica	A	14	1	rep_cluster_214|-	-	105074
GCF_001135745.1	Yersinia enterocolitica	A	0	0			0
GCF_001220085.1	Yersinia enterocolitica	H	5	1	-|IncFII|rep_cluster_645	-	74522
GCF_001146765.1	Yersinia enterocolitica	H	0	0			0
GCF_001218485.1	Yersinia enterocolitica	A	0	0			0
GCF_001086025.1	Yersinia enterocolitica	H	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	71112
GCF_001122605.1	Yersinia aldovae	E	0	0			0
GCF_001087805.1	Yersinia enterocolitica	H	4	1	IncFII,rep_cluster_2203,rep_cluster_645|-	-	70924
GCF_001164505.1	Yersinia aldovae	H	0	0			0
GCF_001354595.1	Yersinia enterocolitica	H	0	0			0
GCF_001160345.1	Yersinia enterocolitica	A	0	0			0
GCF_001105985.1	Yersinia enterocolitica	A	12	1	rep_cluster_214|-	-	104286
GCF_001107025.1	Yersinia enterocolitica	H	0	0			0
GCF_001160045.1	Yersinia enterocolitica	A	5	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	70585
GCF_001354615.1	Yersinia enterocolitica	H	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68312
GCF_001182965.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|-|IncFII	-	63035
GCF_001084885.1	Yersinia enterocolitica	H	3	1	IncFII|rep_cluster_645|-	-	65432
GCF_001244635.1	Yersinia pekkanenii	U	2	1	IncFII,rep_cluster_904|-	-	44424
GCF_001112925.1	Yersinia nurmii	F	1	1	Col(Ye4449)	-	5452
GCF_001124705.1	Yersinia enterocolitica	H	8	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	68560
GCF_001139945.1	Yersinia aldovae	E	0	0			0
GCF_001091225.1	Yersinia aldovae	E	0	0			0
GCF_000009065.1	Yersinia pestis	U	3	1	IncFII,rep_cluster_645|rep_cluster_2350|IncFIB	-	176127
GCF_000009345.1	Yersinia enterocolitica	U	1	1	IncFII,rep_cluster_645	-	67721
GCF_000343975.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000253175.1	Yersinia enterocolitica	U	1	1	IncFII,rep_cluster_2203,rep_cluster_645	-	72460
GCF_000284955.1	Yersinia enterocolitica	U	1	1	IncFII,rep_cluster_2203,rep_cluster_645	-	76851
GCF_000344015.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000493475.1	Yersinia wautersii	U	0	0			0
GCF_000344055.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000403745.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000284995.1	Yersinia enterocolitica	U	0	0			0
GCF_000343995.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000285015.1	Yersinia enterocolitica	U	0	0			0
GCF_000343955.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000284935.1	Yersinia enterocolitica	U	0	0			0
GCF_000403705.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000284975.1	Yersinia enterocolitica	U	2	1	IncFII,rep_cluster_2203,rep_cluster_645|-	-	71151
GCF_000493415.1	Yersinia wautersii	U	0	0			0
GCF_000344035.1	Yersinia pseudotuberculosis	U	0	0			0
GCF_000312485.1	Yersinia massiliensis	U	0	0			0
GCF_900635455.1	Yersinia intermedia	F	0	0			0
GCF_900460425.1	Yersinia frederiksenii	F	0	0			0
GCF_900460525.1	Yersinia kristensenii	F	0	0			0
GCF_900460685.1	Yersinia pseudotuberculosis	A	0	0			0
GCF_900635715.1	Yersinia pseudotuberculosis	F	0	0			0
GCF_000824965.1	Yersinia ruckeri	U	7	1	-	-	116092
GCF_900706915.1	Yersinia enterocolitica	H	3	1	IncFII|-|rep_cluster_645	-	53417
GCF_901472495.1	Yersinia enterocolitica	U	0	0			0
GCF_900635745.1	Yersinia enterocolitica	F	0	0			0
GCF_900635755.1	Yersinia pseudotuberculosis	F	0	0			0
GCF_000047365.1	Yersinia pseudotuberculosis	U	2	1	IncFII,rep_cluster_645|rep_cluster_1066	-	96227
GCF_000330605.1	Yersinia enterocolitica	H	0	0			0
GCF_001050755.1	Yersinia enterocolitica	H	0	0			0
GCF_001050735.1	Yersinia enterocolitica	H	0	0			0
GCF_001050775.1	Yersinia enterocolitica	H	0	0			0
GCF_001050795.1	Yersinia enterocolitica	H	0	0			0
GCF_001050815.1	Yersinia enterocolitica	H	0	0			0
GCF_900460715.1	Yersinia ruckeri	A	2	1	-	-	134193
GCF_900460595.1	Yersinia enterocolitica	A	0	0			0
GCF_001487065.1	Yersinia pestis	U	0	0			0
GCF_900636705.1	Yersinia pseudotuberculosis	F	0	0			0
GCF_900079885.1	Yersinia enterocolitica	H	0	0			0
GCF_900079835.1	Yersinia enterocolitica	H	0	0			0
GCF_900079945.1	Yersinia enterocolitica	H	0	0			0
GCF_900079875.1	Yersinia enterocolitica	H	0	0			0
GCF_900079825.1	Yersinia enterocolitica	H	0	0			0
GCF_900079925.1	Yersinia enterocolitica	H	0	0			0
GCF_900079855.1	Yersinia enterocolitica	H	0	0			0
GCF_900079865.1	Yersinia enterocolitica	H	0	0			0
GCF_900079915.1	Yersinia enterocolitica	H	0	0			0
GCF_900079955.1	Yersinia enterocolitica	H	0	0			0
GCF_900079935.1	Yersinia enterocolitica	H	0	0			0
GCF_900079895.1	Yersinia enterocolitica	H	0	0			0
GCF_900079815.1	Yersinia enterocolitica	H	0	0			0
GCF_900080125.1	Yersinia enterocolitica	H	0	0			0
GCF_900079905.1	Yersinia enterocolitica	H	0	0			0
GCF_900637005.1	Yersinia enterocolitica	H	0	0			0
GCA_900454385.1	Yersinia pseudotuberculosis	A	1	1	IncFII,rep_cluster_645	-	79902
GCF_900092345.1	Yersinia pseudotuberculosis	H	1	1	IncFII,rep_cluster_645	-	69815
GCF_900095105.1	Yersinia pestis	U	15	1	rep_cluster_2350|-|IncFIB|rep_cluster_645|IncFII	-	159737
GCF_900637475.1	Yersinia pseudotuberculosis	A	0	0			0
GCF_000968115.1	Yersinia enterocolitica	H	0	0			0
GCA_028848325.1	Yersinia enterocolitica	H	1	1	IncX4	-	32030
GCA_028848245.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66979
GCA_028848205.1	Yersinia enterocolitica	H	8	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	66778
GCA_028848225.1	Yersinia enterocolitica	H	0	0			0
GCA_028848185.1	Yersinia enterocolitica	H	14	1	-|rep_cluster_645	-	57499
GCA_028848145.1	Yersinia enterocolitica	H	0	0			0
GCA_028848165.1	Yersinia enterocolitica	H	0	0			0
GCA_028848125.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67326
GCA_028848065.1	Yersinia enterocolitica	H	0	0			0
GCA_028848105.1	Yersinia enterocolitica	H	0	0			0
GCA_028848045.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67769
GCA_028848025.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67601
GCA_028847985.1	Yersinia enterocolitica	H	9	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	66564
GCA_028847945.1	Yersinia enterocolitica	H	9	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	67318
GCA_028847965.1	Yersinia enterocolitica	H	0	0			0
GCA_028848085.1	Yersinia enterocolitica	H	0	0			0
GCA_028847925.1	Yersinia enterocolitica	H	7	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	67446
GCA_028848005.1	Yersinia enterocolitica	H	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66863
GCA_028847905.1	Yersinia enterocolitica	H	0	0			0
GCA_028847885.1	Yersinia enterocolitica	H	9	1	IncP|rep_cluster_645|-|IncFII,rep_cluster_2203	-	151511
GCA_028847865.1	Yersinia enterocolitica	H	0	0			0
GCA_028847845.1	Yersinia enterocolitica	H	6	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66779
GCA_028847825.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66406
GCA_028847805.1	Yersinia enterocolitica	F	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67609
GCA_028847785.1	Yersinia enterocolitica	A	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67179
GCA_028847745.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67542
GCA_028847725.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67390
GCA_028847765.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67296
GCA_028847685.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67640
GCA_028847705.1	Yersinia enterocolitica	F	9	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	65612
GCA_028847665.1	Yersinia enterocolitica	F	0	0			0
GCA_028847645.1	Yersinia enterocolitica	E	0	0			0
GCA_028847625.1	Yersinia enterocolitica	F	0	0			0
GCA_028847605.1	Yersinia enterocolitica	F	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67100
GCA_028847565.1	Yersinia enterocolitica	F	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67207
GCA_028847545.1	Yersinia enterocolitica	F	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67518
GCA_028847585.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67365
GCA_028847525.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67433
GCA_028847505.1	Yersinia enterocolitica	H	0	0			0
GCA_028847485.1	Yersinia enterocolitica	H	0	0			0
GCA_028847465.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67293
GCA_028847445.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67487
GCA_028847425.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67528
GCA_028847405.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67105
GCA_028847385.1	Yersinia enterocolitica	A	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67313
GCA_028847345.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66664
GCA_028847325.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67967
GCA_028847305.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66782
GCA_028847285.1	Yersinia enterocolitica	A	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67355
GCA_028847245.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67331
GCA_028847265.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67302
GCA_028847365.1	Yersinia enterocolitica	H	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	69400
GCA_028847225.1	Yersinia enterocolitica	H	10	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	117129
GCA_028847205.1	Yersinia enterocolitica	H	5	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67332
GCA_028847145.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67953
GCA_028847165.1	Yersinia enterocolitica	H	3	1	rep_cluster_645|-	-	62232
GCA_028847175.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67958
GCA_028847105.1	Yersinia enterocolitica	H	4	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	67958
GCA_028847005.1	Yersinia enterocolitica	H	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	72012
GCA_028847085.1	Yersinia enterocolitica	H	7	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	66837
GCF_902168585.1	Yersinia aldovae	U	0	0			0
GCF_902168475.1	Yersinia aldovae	U	0	0			0
GCF_902168455.1	Yersinia aldovae	U	0	0			0
GCF_902168525.1	Yersinia aldovae	U	0	0			0
GCF_902168495.1	Yersinia aldovae	U	0	0			0
GCF_902168445.1	Yersinia aleksiciae	U	0	0			0
GCF_902168605.1	Yersinia aleksiciae	U	3	1	IncP|rep_cluster_2373|Col(Ye4449)	-	15721
GCF_902168595.1	Yersinia aleksiciae	U	0	0			0
GCF_902168465.1	Yersinia aleksiciae	U	7	1	IncN|-	-	96501
GCF_902168515.1	Yersinia aleksiciae	U	1	1	rep_cluster_2335	-	3200
GCF_902168565.1	Yersinia bercovieri	U	0	0			0
GCF_902168505.1	Yersinia bercovieri	U	0	0			0
GCF_902168485.1	Yersinia bercovieri	U	0	0			0
GCF_902168555.1	Yersinia bercovieri	U	1	1	rep_cluster_2307	-	28517
GCF_902168535.1	Yersinia bercovieri	U	0	0			0
GCF_902168545.1	Yersinia bercovieri	U	1	1	rep_cluster_2307	-	88115
GCF_902168625.1	Yersinia bercovieri	U	0	0			0
GCF_902168635.1	Yersinia bercovieri	U	0	0			0
GCF_902168615.1	Yersinia bercovieri	U	0	0			0
GCA_902176005.1	Yersinia enterocolitica	U	0	0			0
GCA_902176105.1	Yersinia enterocolitica	U	2	1	-	-	29994
GCA_902176155.1	Yersinia enterocolitica	U	0	0			0
GCA_902176035.1	Yersinia enterocolitica	U	0	0			0
GCA_902176055.1	Yersinia enterocolitica	U	10	1	-|IncFII,rep_cluster_2203	-	46099
GCA_902176135.1	Yersinia enterocolitica	U	5	1	-	-	32676
GCA_902176075.1	Yersinia enterocolitica	U	3	1	IncFII,rep_cluster_2203|-	-	7765
GCA_902176095.1	Yersinia enterocolitica	U	0	0			0
GCA_902176015.1	Yersinia enterocolitica	U	0	0			0
GCA_902176145.1	Yersinia enterocolitica	U	0	0			0
GCA_902175995.1	Yersinia enterocolitica	U	4	1	-	-	56717
GCA_902176125.1	Yersinia enterocolitica	U	2	1	-	-	7838
GCA_902176165.1	Yersinia enterocolitica	U	0	0			0
GCA_902175985.1	Yersinia enterocolitica	U	0	0			0
GCA_902175975.1	Yersinia enterocolitica	U	2	1	-|IncN	-	34619
GCA_902176045.1	Yersinia enterocolitica	U	0	0			0
GCA_902176065.1	Yersinia enterocolitica	U	6	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	63830
GCA_902176085.1	Yersinia enterocolitica	U	0	0			0
GCA_902176115.1	Yersinia enterocolitica	U	5	1	-|Col(Ye4449)	-	55583
GCA_902176025.1	Yersinia enterocolitica	U	4	1	IncFII,rep_cluster_2203|-	-	13412
GCA_902176215.1	Yersinia enterocolitica	U	0	0			0
GCA_902176205.1	Yersinia enterocolitica	U	0	0			0
GCA_902176195.1	Yersinia enterocolitica	U	1	1	rep_cluster_2373	-	4654
GCA_902176175.1	Yersinia enterocolitica	U	0	0			0
GCA_902176185.1	Yersinia enterocolitica	U	2	1	ColRNAI_rep_cluster_1987	-	7146
GCA_902176235.1	Yersinia enterocolitica	U	5	1	IncFII,rep_cluster_2203|IncQ1|rep_cluster_645|-	-	77606
GCA_902176225.1	Yersinia enterocolitica	U	0	0			0
GCA_902170355.1	Yersinia enterocolitica	U	0	0			0
GCA_902168745.1	Yersinia enterocolitica	U	7	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	68728
GCA_902168895.1	Yersinia enterocolitica	U	6	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	69055
GCA_902168765.1	Yersinia enterocolitica	U	9	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	69602
GCA_902168805.1	Yersinia enterocolitica	U	6	1	-|rep_cluster_645|IncFII	-	75840
GCA_902168945.1	Yersinia enterocolitica	U	10	1	-|rep_cluster_645|IncFII	-	113701
GCA_902169025.1	Yersinia enterocolitica	U	8	1	-|rep_cluster_645|IncFII|Col(VCM04),rep_cluster_2358	-	271156
GCA_902168955.1	Yersinia enterocolitica	U	9	1	-|IncFII,rep_cluster_2203|IncN|rep_cluster_645	-	119332
GCA_902168645.1	Yersinia enterocolitica	U	0	0			0
GCA_902168775.1	Yersinia enterocolitica	U	9	1	IncFII,rep_cluster_2203|rep_cluster_645|-	-	69417
GCA_902168935.1	Yersinia enterocolitica	U	4	1	-|IncFII,rep_cluster_2203	-	12855
GCA_902168885.1	Yersinia enterocolitica	U	14	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	62732
GCA_902168665.1	Yersinia enterocolitica	U	0	0			0
GCA_902168705.1	Yersinia enterocolitica	U	11	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	75047
GCA_902168735.1	Yersinia enterocolitica	U	17	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	64389
GCA_902168795.1	Yersinia enterocolitica	U	6	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	68816
GCA_902168785.1	Yersinia enterocolitica	U	4	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	72897
GCA_902168725.1	Yersinia enterocolitica	U	16	1	-|IncN|rep_cluster_645|IncFII,rep_cluster_2203	-	125300
GCA_902168755.1	Yersinia enterocolitica	U	10	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	66575
GCA_902168815.1	Yersinia enterocolitica	U	1	1	-	-	2677
GCA_902168685.1	Yersinia enterocolitica	U	0	0			0
GCA_902168865.1	Yersinia enterocolitica	U	0	0			0
GCA_902168875.1	Yersinia enterocolitica	U	0	0			0
GCA_902168975.1	Yersinia enterocolitica	U	7	1	IncFII,rep_cluster_2203|-|rep_cluster_645	-	71515
GCA_902168925.1	Yersinia enterocolitica	U	9	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	70495
GCA_902168965.1	Yersinia enterocolitica	U	0	0			0
GCA_902168915.1	Yersinia enterocolitica	U	2	1	rep_cluster_645|IncFII,rep_cluster_2203	-	72776
GCA_902169035.1	Yersinia enterocolitica	U	14	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	68663
GCA_902168905.1	Yersinia enterocolitica	U	14	1	-|rep_cluster_645|IncFII,rep_cluster_2203|rep_cluster_2335	-	79523
GCA_902169015.1	Yersinia enterocolitica	U	7	1	-|rep_cluster_901	-	53332
GCA_902169005.1	Yersinia enterocolitica	U	15	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	72409
GCA_902168575.1	Yersinia enterocolitica	U	17	1	-|rep_cluster_214	-	101912
GCA_902168715.1	Yersinia enterocolitica	U	12	1	-|rep_cluster_214	-	91230
GCA_902168675.1	Yersinia enterocolitica	U	15	1	-|rep_cluster_214	-	101985
GCA_902168855.1	Yersinia enterocolitica	U	0	0			0
GCA_902168985.1	Yersinia enterocolitica	U	0	0			0
GCA_902168845.1	Yersinia enterocolitica	U	8	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	85636
GCA_902169105.1	Yersinia enterocolitica	U	3	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	73965
GCA_902169165.1	Yersinia enterocolitica	U	10	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	96692
GCA_902169095.1	Yersinia enterocolitica	U	0	0			0
GCA_902169055.1	Yersinia enterocolitica	U	6	1	-|IncFII|rep_cluster_645	-	73670
GCA_902169045.1	Yersinia enterocolitica	U	6	1	-|rep_cluster_645|IncFII,rep_cluster_2203	-	69100
GCA_902169085.1	Yersinia enterocolitica	U	0	0			0
GCA_902169125.1	Yersinia enterocolitica	U	0	0			0
GCA_902169065.1	Yersinia enterocolitica	U	7	1	-|IncFII|rep_cluster_645	-	69808
GCA_902169215.1	Yersinia enterocolitica	U	0	0			0
GCA_902169115.1	Yersinia enterocolitica	U	0	0			0
GCA_902169155.1	Yersinia enterocolitica	U	0	0			0
GCA_902169175.1	Yersinia enterocolitica	U	8	1	rep_cluster_2335|-|rep_cluster_214	-	65485
GCA_902169185.1	Yersinia enterocolitica	U	4	1	-|rep_cluster_214	-	60300
GCA_902169075.1	Yersinia enterocolitica	U	7	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	72378
GCA_902169205.1	Yersinia enterocolitica	U	12	1	rep_cluster_645|-|IncFII,rep_cluster_2203	-	65658
GCA_902169195.1	Yersinia enterocolitica	U	6	1	IncFII,rep_cluster_2203|rep_cluster_645|-	-	73871
GCA_902169145.1	Yersinia enterocolitica	U	0	0			0
GCA_902169135.1	Yersinia enterocolitica	U	0	0			0
GCA_902169235.1	Yersinia enterocolitica	U	6	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	68713
GCA_902169225.1	Yersinia enterocolitica	U	6	1	IncFII|-|rep_cluster_645	-	74037
GCA_902169365.1	Yersinia enterocolitica	U	7	1	-|IncFII,rep_cluster_2203|rep_cluster_645	-	70276
GCA_902169245.1	Yersinia enterocolitica	U	0	0			0
GCA_902169315.1	Yersinia enterocolitica	U	0	0			0
GCA_902169335.1	Yersinia enterocolitica	U	10	1	IncFII,rep_cluster_2203|-|rep_cluster_645	-	84855
GCA_902169375.1	Yersinia enterocolitica	U	0	0			0
GCA_902169405.1	Yersinia enterocolitica	U	7	1	-|IncFII|rep_cluster_645	-	70861
GCA_902169255.1	Yersinia enterocolitica	U	7	1	-|IncFII|rep_cluster_645	-	69756
